Timestamp,Close,High,Low,Open,Adj Close,Volume
1433424650,2107.389893,2126.219971,2099.179932,2125.340088,2107.389893,13377830000
1433424718,2092.830078,2121.919922,2085.669922,2108.639893,2092.830078,15604780000
1433424720,2094.110107,2115.02002,2072.139893,2092.340088,2094.110107,15214050000
1433424836,2109.98999,2126.649902,2072.48999,2091.340088,2109.98999,17173880000
1433424899,2101.48999,2129.870117,2095.379883,2112.5,2101.48999,17463770000
1433424959,2076.780029,2098.629883,2056.320068,2098.629883,2076.780029,14481300000
1433425015,2076.620117,2083.73999,2044.02002,2073.949951,2076.620117,18065680000
1433425078,2126.639893,2128.909912,2080.030029,2080.030029,2126.639893,15950490000
1433425080,2079.649902,2132.820068,2077.090088,2126.850098,2079.649902,17926480000
1433425140,2103.840088,2114.23999,2063.52002,2078.189941,2103.840088,19254140000
1433425259,2077.570068,2112.659912,2067.909912,2104.48999,2077.570068,18841050000
1433425319,2091.540039,2105.350098,2052.090088,2080.97998,2091.540039,17509360000
1433425378,1970.890015,2103.469971,1970.890015,2089.699951,1970.890015,18271310000
1433425431,1988.869995,1993.47998,1867.01001,1965.150024,1988.869995,26089970000
1433425447,1921.219971,1986.72998,1903.069946,1986.72998,1921.219971,18717360000
1433425558,1961.050049,1988.630005,1927.300049,1927.300049,1961.050049,14045680000
1433425610,1958.030029,2020.859985,1948.27002,1963.060059,1958.030029,20075770000
1433425674,1931.339966,1979.640015,1908.920044,1960.839966,1931.339966,18081540000
1433425738,1951.359985,1951.359985,1871.910034,1929.180054,1951.359985,21346290000
1433425795,2014.890015,2020.130005,1954.329956,1954.329956,2014.890015,20849400000
1433425858,2033.109985,2033.540039,1990.72998,2015.650024,2033.109985,17281480000
1433425918,2075.149902,2079.73999,2017.219971,2031.72998,2075.149902,18785920000
1433425979,2079.360107,2094.320068,2058.840088,2075.080078,2079.360107,20565930000
1433426034,2099.199951,2116.47998,2080.76001,2080.76001,2099.199951,20531860000
1433426043,2023.040039,2096.560059,2022.02002,2096.560059,2023.040039,19691320000
1433426218,2089.169922,2097.060059,2019.390015,2022.079956,2089.169922,19652690000
1433426278,2090.110107,2095.610107,2070.290039,2089.409912,2090.110107,11792690000
1433426339,2091.689941,2104.27002,2042.349976,2090.949951,2091.689941,20429190000
1433426340,2012.369995,2090.419922,2008.800049,2090.419922,2012.369995,20618850000
1433426458,2005.550049,2076.719971,1993.26001,2013.369995,2005.550049,24611890000
1433426516,2060.98999,2067.360107,2005.930054,2010.27002,2060.98999,12177090000
1433426576,2043.939941,2081.560059,2043.619995,2057.77002,2043.939941,10057270000
1433426632,1922.030029,2038.199951,1918.459961,2038.199951,1922.030029,22089690000
1433426699,1880.329956,1950.329956,1857.829956,1926.119995,1880.329956,25291150000
1433426706,1906.900024,1908.849976,1812.290039,1888.660034,1906.900024,21324990000
1433426763,1940.23999,1940.23999,1872.699951,1906.280029,1940.23999,23703940000
1433426821,1880.050049,1947.199951,1872.22998,1936.939941,1880.050049,24081930000
1433426886,1864.780029,1881.599976,1810.099976,1873.25,1864.780029,25488570000
1433426999,1917.780029,1930.680054,1871.439941,1871.439941,1917.780029,18161550000
1433427055,1948.050049,1962.959961,1891,1924.439941,1948.050049,20729330000
1433427062,1999.98999,2009.130005,1931.810059,1947.130005,1999.98999,25206170000
1433427177,2022.189941,2022.369995,1969.25,1996.109985,2022.189941,22103360000
1433427234,2049.580078,2052.360107,2005.22998,2019.27002,2049.580078,22138770000
1433427241,2035.939941,2056.600098,2022.48999,2047.880005,2035.939941,13842290000
1433427355,2072.780029,2075.070068,2028.310059,2037.890015,2072.780029,17687000000
1433427367,2047.599976,2074.02002,2033.800049,2073.189941,2047.599976,18552210000
1433427468,2080.72998,2087.840088,2039.73999,2050.22998,2080.72998,19466730000
1433427511,2091.580078,2111.050049,2073.649902,2078.830078,2091.580078,19364460000
1433427593,2065.300049,2099.889893,2052.280029,2089.370117,2065.300049,19991600000
1433427642,2057.139893,2083.419922,2039.449951,2067.169922,2057.139893,19877940000
1433427662,2046.609985,2084.870117,2043.130005,2057.550049,2046.609985,18573070000
1433427726,2052.320068,2071.879883,2025.910034,2046.530029,2052.320068,19066060000
1433427795,2099.060059,2099.060059,2047.26001,2052.22998,2099.060059,16852120000
1433427894,2099.129883,2105.26001,2085.100098,2100.129883,2099.129883,15300080000
1433427958,2096.070068,2120.550049,2089.959961,2100.830078,2096.070068,17344140000
1433428018,2071.219971,2098.120117,2050.370117,2091.75,2071.219971,19277430000
1433428071,2037.410034,2113.320068,2032.569946,2075.580078,2037.410034,20763870000
1433428081,2102.949951,2108.709961,1991.680054,2031.449951,2102.949951,17898740000
1433428172,2129.899902,2131.709961,2074.02002,2095.050049,2129.899902,14779810000
1433428259,2161.73999,2169.050049,2131.719971,2131.719971,2161.73999,17441690000
1433428264,2175.030029,2175.629883,2159.01001,2162.040039,2175.030029,15651690000
1433428375,2173.600098,2177.090088,2159.070068,2173.709961,2173.600098,18198170000
1433428434,2182.870117,2182.870117,2147.580078,2173.149902,2182.870117,18513540000
1433428499,2184.050049,2188.449951,2172,2183.76001,2184.050049,16340620000
1433428559,2183.870117,2193.810059,2168.5,2186.080078,2183.870117,16049210000
1433428619,2169.040039,2193.419922,2160.389893,2181.580078,2169.040039,15278970000
1433428676,2179.97998,2184.870117,2157.090088,2170.189941,2179.97998,15911210000
1433428695,2127.810059,2187.870117,2127.810059,2181.610107,2127.810059,14728870000
1433428761,2139.159912,2163.300049,2119.120117,2120.860107,2139.159912,20204330000
1433428806,2164.689941,2179.98999,2135.909912,2143.98999,2164.689941,16885840000
1433428892,2168.27002,2175.300049,2141.550049,2158.540039,2168.27002,18967960000
1433428931,2153.73999,2165.860107,2144.01001,2164.330078,2153.73999,17876430000
1433428999,2132.97998,2169.600098,2114.719971,2160.389893,2132.97998,16140520000
1433429098,2141.159912,2148.439941,2124.429932,2132.949951,2141.159912,16149080000
1433429157,2126.409912,2154.790039,2119.360107,2148.5,2126.409912,19108200000
1433429218,2085.179932,2133.25,2083.790039,2129.780029,2085.179932,20427740000
1433429276,2164.449951,2182.300049,2100.590088,2100.590088,2164.449951,25356830000
1433429330,2181.899902,2189.889893,2156.080078,2165.639893,2181.899902,21123210000
1433429398,2213.350098,2213.350098,2186.429932,2186.429932,2213.350098,12568190000
1433429457,2191.949951,2214.100098,2187.439941,2210.209961,2191.949951,21589430000
1433429514,2259.530029,2259.800049,2199.969971,2200.649902,2259.530029,20337430000
1433429574,2258.070068,2277.530029,2248.439941,2258.830078,2258.070068,22387610000
1433429623,2263.790039,2272.560059,2256.080078,2259.23999,2263.790039,14296250000
1433429695,2238.830078,2273.820068,2233.620117,2266.22998,2238.830078,9386710000
1433429758,2276.97998,2282.100098,2245.129883,2251.570068,2276.97998,14637130000
1433429818,2274.639893,2279.27002,2254.25,2273.590088,2274.639893,17020210000
1433429879,2271.310059,2276.959961,2258.409912,2269.139893,2271.310059,13591180000
1433429880,2294.689941,2300.98999,2257.02002,2267.780029,2294.689941,17555940000
1433429941,2297.419922,2298.310059,2267.209961,2286.01001,2297.419922,19001010000
1433430050,2316.100098,2319.22998,2285.379883,2294.280029,2316.100098,17320440000
1433430114,2351.159912,2351.310059,2321.419922,2321.719971,2351.159912,17831660000
1433430120,2367.340088,2368.26001,2352.870117,2354.909912,2367.340088,14895280000
1433430233,2383.120117,2400.97998,2358.959961,2365.22998,2383.120117,19514510000
1433430275,2372.600098,2378.800049,2354.540039,2375.22998,2372.600098,17712480000
1433430350,2378.25,2390.01001,2358.179932,2371.560059,2378.25,18757070000
1433430417,2343.97998,2381.929932,2335.73999,2378.23999,2343.97998,17128980000
1433430422,2362.719971,2370.419922,2322.25,2329.110107,2362.719971,16227480000
1433430539,2355.540039,2378.360107,2344.72998,2362.340088,2355.540039,16648230000
1433430598,2328.949951,2366.370117,2328.949951,2357.159912,2328.949951,12243670000
1433430600,2348.689941,2361.370117,2332.51001,2332.620117,2348.689941,16765230000
1433430718,2384.199951,2398.159912,2369.189941,2370.330078,2384.199951,19608540000
1433430779,2399.290039,2399.290039,2379.75,2388.5,2399.290039,18809590000
1433430781,2390.899902,2403.870117,2381.73999,2399.939941,2390.899902,17759610000
1433430841,2381.72998,2405.77002,2352.719971,2393.97998,2381.72998,19201970000
1433430947,2404.389893,2405.580078,2386.919922,2387.209961,2404.389893,9776300000
1433431018,2404.389893,2405.580078,2397.98999,2401.409912,2404.389893,1797590258
